uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"6626820b-d427-47fb-8fbe-f2b36e82e5b1","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_100","NEON.PLA.D17.TEAK.01880","1","ok","small tree","Live",1.5,130,"noChange",2.0,,,,0.9,0.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","528f0d58-ac7b-4437-b16e-bb17dae760f8",
"6689a197-15f5-43b0-8a4b-7f2d99dfabcf","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","51_100","NEON.PLA.D17.TEAK.03264","10","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"oblate half-sphere",2.2,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-4224-8173","0000-0003-1699-6511","c9917e3d-018d-42d6-8c4b-d54e8d9fb275",
"76ca95fe-7341-4666-933f-6cd91022ba5b","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","51_100","NEON.PLA.D17.TEAK.03268","1","ok","sapling","Live",,,"noChange",0.6,,,,,,"Mostly shaded",,1.1,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","6b5a3fc2-c015-4525-809a-44e151ba925e",
"30e4e087-58c2-4d4d-adb3-56309910dcc1","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01862","1","ok","small tree","Live",5.6,132,"noChange",3.4,,,,2.0,1.1,"Mostly shaded",,,,,,,,,,,,,,"Apparent change in measurementHeight from 2015 due to duff layer changes","0000-0002-4224-8173","0000-0003-1699-6511","a9a28b3c-a220-412b-ad04-68ee70cb37cc",
"2156cbab-5959-4daa-a1e3-17d937c6ec43","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.09032","1","ok","sapling","Live",,,"noChange",0.4,,,,,,"Partially shaded",,1.0,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","37719460-f195-45f9-b507-d442df5b5a5b",
"6d24797f-1e65-47a7-bc37-d983b0c59e5a","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","51_100","NEON.PLA.D17.TEAK.03264","1","ok","small shrub","Live",,,"noChange",0.6,,,,1.1,1.0,"Partially shaded","oblate half-sphere",3.4,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","f70b7d27-4d56-412e-82b3-b8787e8fee18",
"73aa7eec-f970-4fe5-ab37-596f29eb752f","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_400","NEON.PLA.D17.TEAK.01847","1","ok","single bole tree","Live",25.5,120,"noChange",14.0,,,,3.4,3.3,"Partially shaded",,,,,,,,,,,,,,"Apparent change in measurementHeight from 2015 due to duff layer changes","0000-0002-4224-8173","0000-0003-1699-6511","7b1b0529-433e-4a40-b1fd-e4e8a19465dc",
"1b78e615-e8fe-45fa-901b-a701c3460d5f","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","51_100","NEON.PLA.D17.TEAK.03264","2","ok","small shrub","Live",,,"noChange",,,,,,,,"oblate half-sphere",2.0,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","68567b60-ceb5-4ff2-bd8d-d5d3a6b42d8d",
"c4ecc8f2-3e33-4d05-88cf-929f329f0e1e","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.09027","1","ok","sapling","Live",,,"noChange",0.4,,,,,,"Partially shaded",,1.0,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","0fbf80b8-9f50-4746-9120-a621672440bc",
"d002889b-2a1f-4936-9d3e-26b52472b7e3","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","41_100","NEON.PLA.D17.TEAK.01896","1","ok","sapling","Live",,,"noChange",1.1,,,,,,"Partially shaded",,3.1,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","39451f5e-4ff2-423c-b017-0a39949a1c13",
"3acba1d7-b63a-459a-996e-4053aa270d58","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01871","1","ok","sapling","Live",,,"noChange",0.4,,,,,,"Partially shaded",,1.3,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","a584aa50-1777-4020-ba51-2ad4f1ecadfb",
"9f09e5c9-1672-40c2-9d14-01f1ba150d89","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_400","NEON.PLA.D17.TEAK.03269","1","ok","single bole tree","Live",70.8,130,"noChange",34.7,,,,5.3,5.2,"Full sun",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","76172a4f-b063-4ab2-b5d5-ddd9522c2c58",
"4a1f90d0-cef8-4ee5-941f-8273d382690a","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_400","NEON.PLA.D17.TEAK.01877","1","ok","single bole tree","Live",12.2,130,"branchGrowth",5.7,,,,2.8,2.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","7a8e722f-57a4-41cb-ad6b-a21c147020ce",
"661cf115-8f34-469f-b4cc-cfebab9bc903","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_400","NEON.PLA.D17.TEAK.01846","1","ok","single bole tree","Live",20.4,127,"noChange",10.9,,,,2.6,2.3,"Partially shaded",,,,,,,,,,,,,,"Apparent change in measurementHeight from 2015 due to duff layer changes","0000-0002-4224-8173","0000-0003-1699-6511","cd136d6c-8527-45da-9f96-50f4bcb2bc25",
"7bc0c97c-c857-4fea-b703-783de540567a","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","51_100","NEON.PLA.D17.TEAK.03264","5","ok","small shrub","Live",,,"noChange",,,,,,,,"oblate half-sphere",2.0,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","2b739c70-d505-4472-b8a7-347277bc93df",
"64603ae8-1987-4699-9e35-8c99e55083dc","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01852","1","ok","sapling","Live",,,"noChange",1.9,,,,,,"Mostly shaded",,3.3,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","5d5cbef5-9cbd-4634-a786-79a59fd73995",
"3e4fb903-311a-48bf-bc90-2c72cc136558","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01868","1","ok","sapling","Live",,,"noChange",0.8,,,,,,"Partially shaded",,1.6,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","8a844405-7ec0-4adb-8182-fee5766a0b9e",
"371f1e54-9a50-4454-a11f-06fc775e2b96","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_400","NEON.PLA.D17.TEAK.01878","1","ok","single bole tree","Live, physically damaged",14.7,140,"noChange",10.5,,,,2.2,1.9,"Partially shaded",,,,,,,,,,,,,,"Drought induced needle loss | Apparent change in measurementHeight from 2015 due to duff layer changes","0000-0002-4224-8173","0000-0003-1699-6511","bd6034e6-2866-4ca2-b688-aef3ccb69a8a",
"47e9c216-a91b-48f6-8ba2-615420be4088","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_400","NEON.PLA.D17.TEAK.01843","1","ok","single bole tree","Live",45.8,130,"noChange",20.1,,,,4.6,4.5,"Full sun",,,,,,"2021-06-16","2021-06-16",43.6,22.62,138,27.40,"ok",43.75,,"0000-0002-4224-8173","0000-0003-1699-6511","afce3041-3afa-4b5f-82d6-1555b93bb94c",
"29495a2b-d570-4add-a7e7-a3d063f98586","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01838","1","ok","small tree","Live",1.4,130,"noChange",1.5,,,,0.9,0.8,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","cb3f952f-b2da-41b8-a9f6-05f5434c335e",
"b5970157-c19a-4d10-8ca8-81e6866e1345","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","41_400","NEON.PLA.D17.TEAK.01898","1","ok","single bole tree","Live",32.8,130,"noChange",20.9,,,,4.3,3.8,"Partially shaded",,,,,,"2021-06-17","2021-06-17",31.5,47.30,135,50.90,"ok",31.61,,"0000-0002-4224-8173","0000-0003-1699-6511","a82568d1-ee58-4c2c-aa56-d432ba2cf532",
"cc9cffa5-0cbb-4f67-9074-16b18e244e0a","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_400","NEON.PLA.D17.TEAK.01848","1","ok","single bole tree","Standing dead",23.6,130,"noChange",11.1,,,,3.3,3.2,"Mostly shaded",,,,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-4224-8173","0000-0003-1699-6511","0ad83387-6782-4ac2-8d71-cc16faf265b1",
"cbd61b48-7ea2-4cb8-8a1d-f48d3f7d902c","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","41_400","NEON.PLA.D17.TEAK.01901","1","ok","multi-bole tree","Live",39.8,130,"noChange",22.1,,,,5.3,4.4,"Partially shaded",,,,,,"2021-06-15","2021-06-15",37.2,21.23,142,24.30,"ok",37.30,,"0000-0002-4224-8173","0000-0003-1699-6511","af4fdfbf-21a2-4dec-85cd-c07e651f0b6d",
"97e17872-6f93-4acc-a962-03cab3b740ea","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","51_100","NEON.PLA.D17.TEAK.03264","3","ok","small shrub","Standing dead",,,"noChange",,,,,,,,"oblate half-sphere",2.2,10,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-4224-8173","0000-0003-1699-6511","8c76fde3-7104-4354-abe3-e140df5012de",
"5a038410-cd58-414b-9bac-f25473b3781e","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","41_100","NEON.PLA.D17.TEAK.01909","1","ok","sapling","Live",,,"noChange",1.5,,,,,,"Mostly shaded",,2.2,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","1d39d986-5222-4b09-badf-52569ae92359",
"48978cb6-3fe9-48a1-98f7-3abd9ce9ea4a","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","41_400","NEON.PLA.D17.TEAK.01894","1","ok","single bole tree","Live",55.1,130,"noChange",25.4,,,,7.4,5.6,"Full sun",,,,,,"2021-06-17","2021-06-17",52.0,41.50,145,47.70,"ok",52.20,,"0000-0002-4224-8173","0000-0003-1699-6511","c0963464-cde6-49ca-8386-fa620c5cbad3",
"38fad7a2-d612-402f-b2d2-92ad5efe36a8","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.09020","1","ok","small tree","Standing dead",4.3,137,"noChange",3.0,,,,1.2,0.9,"Partially shaded",,,,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-4224-8173","0000-0003-1699-6511","eb0b3095-51bf-48ba-916d-e44e332edef6",
"7b05e2a3-4a73-4fc2-982c-df3436db2edf","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01833","1","ok","sapling","Live",,,"noChange",1.3,,,,,,"Mostly shaded",,1.4,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","0f8c8be4-7869-4041-bed7-724470c6e2f2",
"f2ec45bb-be57-44ee-b379-eb8352a0db4f","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","41_400","NEON.PLA.D17.TEAK.01903","1","ok","single bole tree","Live",12.0,130,"noChange",10.9,,,,1.5,1.3,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","8f7aff9b-fd25-4674-a340-0ace2af8ffdf",
"de00a1bc-3226-42c4-8c49-7f8a007d90b3","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","51_100","NEON.PLA.D17.TEAK.01886","1","ok","sapling","Live",,,"noChange",0.9,,,,,,"Partially shaded",,1.6,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","2f57ba61-b42b-499b-8bcc-14a5f068ab54",
"7952d4e7-7502-4903-b170-8355021ccd5c","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01856","1","ok","small tree","Live",1.4,130,"noChange",1.5,,,,1.1,1.0,"Mostly shaded",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","e4fa7e74-4b44-4151-b1ca-6fe40c853293",
"a25b1104-d069-40ba-a1fd-e523cb8f559a","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_400","NEON.PLA.D17.TEAK.01844","1","ok","single bole tree","Live",12.3,137,"noChange",7.9,,,,1.8,1.7,"Partially shaded",,,,,,,,,,,,,,"Apparent change in measurementHeight from 2015 due to duff layer changes","0000-0002-4224-8173","0000-0003-1699-6511","199fe298-5c43-4f37-9c8b-c0873e359d7f",
"86347f20-ead8-4cae-b5ef-c2f17420101e","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01867","1","ok","small tree","Live",1.2,130,"noChange",1.8,,,,1.0,0.8,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","bdb0958e-4a9e-4e92-8835-b4f5f5e109e7",
"1ef8f128-f2be-4ed1-8e63-7e3b04fa8408","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01859","1","ok","small tree","Standing dead",3.1,130,"noChange",3.3,,,,3.3,0.8,"Mostly shaded",,,,,,,,,,,,,,"Dead; Unknown cause of death","0000-0002-4224-8173","0000-0003-1699-6511","a8c52d33-0a64-4b58-99f0-3b9f124a0704",
"4fd6c3a5-aea5-490e-9795-7d964e0231fb","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.01827","1","ok","small tree","Live",2.3,130,"noChange",2.0,,,,1.4,0.7,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","25d7bcac-2e6a-4083-9027-32d6002d04b0",
"53c65cf4-6455-4097-9e00-9c1d91dfc0af","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","21_100","NEON.PLA.D17.TEAK.09018","1","ok","sapling","Live",,,"noChange",0.4,,,,,,"Mostly shaded",,1.0,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","6a890098-27e5-4920-a395-5ac025ad9748",
"cfa74957-fbb9-43c4-ab69-aa44e5abdd05","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","31_100","NEON.PLA.D17.TEAK.09031","1","ok","sapling","Live",,,"noChange",0.5,,,,,,"Partially shaded",,1.3,10,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","a1b21ff6-d1a7-48b2-aa42-1b2cf576c88c",
"2fea034c-9e61-4771-b717-6ca53e9bc43c","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","41_400","NEON.PLA.D17.TEAK.01892","1","ok","single bole tree","Live",25.9,130,"noChange",15.1,,,,4.2,3.8,"Full sun",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","26e2228a-bf2c-4cd7-9ef3-a4ed4b573085",
"e915a958-1cfb-41c6-ad88-41fe0b916546","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","unknown_100_unknown","NEON.PLA.D17.TEAK.01899","1","ok","small tree","Live, physically damaged",2.1,130,"noChange",1.9,,,,1.0,1.0,"Partially shaded",,,,,,,,,,,,,,"Physical; Bole scar","0000-0002-4224-8173","0000-0003-1699-6511","2399c2f0-d2ea-4950-a8be-448560146291",
"9664ca83-dc94-4c39-99a6-7a39441d4259","TEAK_047.basePlot.vst","2021-11-11","vst_TEAK_2021","D17","TEAK","TEAK_047","41_400","NEON.PLA.D17.TEAK.01906","1","ok","single bole tree","Live",11.4,130,"noChange",9.6,,,,2.3,2.0,"Partially shaded",,,,,,,,,,,,,,,"0000-0002-4224-8173","0000-0003-1699-6511","66e21ab2-2eaa-4fe2-9f32-96d5fa228428",
