uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tempStemID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,changedMeasurementLocation,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,dendrometerInstallationDate,initialGapMeasurementDate,initialBandStemDiameter,initialDendrometerGap,dendrometerHeight,dendrometerGap,dendrometerCondition,bandStemDiameter,remarks,recordedBy,measuredBy,dataEntryRecordID,dataQF
"f94472b4-ca7f-4935-a038-85f5eff20eac","TEAK_048.basePlot.vst","2021-12-07","vst_TEAK_2021","D17","TEAK","TEAK_048","21_400","NEON.PLA.D17.TEAK.00548","1","ok","single bole tree","Live",64.4,130,"noChange",,,,,,,,,,,,,"2021-08-16","2021-08-16",61.0,13.20,149,12.50,"ok",60.98,,"0000-0003-1699-6511","0000-0002-2580-6989","87d8c6c5-8460-4aa7-bfab-759ddf937fe6",
"6fbcb8a8-2261-4292-bb6c-774cc76b9f67","TEAK_061.basePlot.vst","2021-12-07","vst_TEAK_2021","D17","TEAK","TEAK_061","21_400","NEON.PLA.D17.TEAK.00684","1","ok","single bole tree","Live, insect damaged",91.7,130,"noChange",,,,,,,,,,,,,"2021-08-16","2021-08-16",89.5,27.40,157,30.70,"ok",89.61,"Insect Damage; Bole damage","0000-0003-1699-6511","0000-0002-2580-6989","adebea93-eba0-40bc-b6e2-f7fb29f41c5b",
"1043e441-38e1-47e7-a700-7da7ad5debf7","TEAK_059.basePlot.vst","2021-12-07","vst_TEAK_2021","D17","TEAK","TEAK_059","21_400","NEON.PLA.D17.TEAK.00428","1","ok","single bole tree","Live",67.4,130,"noChange",,,,,,,,,,,,,"2021-08-25","2021-08-25",60.0,25.74,154,26.60,"ok",60.03,,"0000-0003-1699-6511","0000-0002-2580-6989","0aac41e6-0fbb-419f-93f3-57e373abb893",
"d0082893-8e48-4b9b-b5a7-663be94fde10","TEAK_054.basePlot.vst","2021-12-07","vst_TEAK_2021","D17","TEAK","TEAK_054","41_400","NEON.PLA.D17.TEAK.00378","1","ok","single bole tree","Live",68.2,130,"branchGrowth",,,,,,,,,,,,,"2021-08-19","2021-08-19",63.8,22.60,147,23.70,"ok",63.84,,"0000-0002-2580-6989","0000-0003-1699-6511","e53667eb-7fb7-46ca-bfe9-8cf78cc11c44",
"0fb8d132-20c1-425a-a6d5-859094837b79","TEAK_054.basePlot.vst","2021-12-07","vst_TEAK_2021","D17","TEAK","TEAK_054","41_400","NEON.PLA.D17.TEAK.00505","1","ok","single bole tree","Standing dead",58.9,130,"noChange",,,,,,,,,,,,,,,,,,,,,"Dead; Unknown cause of death | likely due to drought stress","0000-0002-2580-6989","0000-0003-1699-6511","6961e37a-43f4-4b86-a288-16b0f7a62b3e",
"b16311d5-a401-47c1-af09-a9e48a276d2a","TEAK_054.basePlot.vst","2021-12-07","vst_TEAK_2021","D17","TEAK","TEAK_054","41_400","NEON.PLA.D17.TEAK.00382","1","ok","single bole tree","Live",99.0,130,"noChange",,,,,,,,,,,,,"2021-08-19","2021-08-19",92.6,26.00,157,29.10,"ok",92.70,,"0000-0002-2580-6989","0000-0003-1699-6511","02e0182d-6285-488f-9fe4-675ee3a80dc5",
"983b865a-e6f0-4d8d-9eb8-b935242b7587","TEAK_054.basePlot.vst","2021-12-07","vst_TEAK_2021","D17","TEAK","TEAK_054","23_400","NEON.PLA.D17.TEAK.00510","1","ok","single bole tree","Live",65.6,130,"noChange",,,,,,,,,,,,,"2021-08-19","2021-08-19",64.1,23.50,142,29.80,"ok",64.30,,"0000-0002-2580-6989","0000-0003-1699-6511","c53dcb08-6d3a-4a76-9369-a4ab99ec2754",
"f25c2c1a-f6cb-4b53-910b-92230888faf0","TEAK_054.basePlot.vst","2021-12-07","vst_TEAK_2021","D17","TEAK","TEAK_054","41_400","NEON.PLA.D17.TEAK.00386","1","ok","single bole tree","Live",61.7,130,"noChange",,,,,,,,,,,,,"2021-08-19","2021-08-19",58.2,19.00,134,23.80,"ok",58.35,"Band had to be adjusted after something had bent it out of place","0000-0002-2580-6989","0000-0003-1699-6511","7c679603-8ec3-4619-b424-5e32b386aae7",
"ef119890-843e-4ce7-986b-172937db1aa6","TEAK_059.basePlot.vst","2021-12-07","vst_TEAK_2021","D17","TEAK","TEAK_059","21_400","NEON.PLA.D17.TEAK.00430","1","ok","single bole tree","Live",130.5,130,"noChange",,,,,,,,,,,,,"2021-08-25","2021-08-25",123.5,23.95,155,30.30,"ok",123.70,,"0000-0003-1699-6511","0000-0002-2580-6989","95c7ed38-c946-4c1d-abe0-4a5e9aba0fb1",
"b35cea40-30fd-499b-ae24-0fbe50c2bac9","TEAK_050.basePlot.vst","2021-12-08","vst_TEAK_2021","D17","TEAK","TEAK_050","21_400","NEON.PLA.D17.TEAK.03168","1","ok","single bole tree","Live, insect damaged",73.2,130,"noChange",,,,,,,,,,,,,"2021-08-16","2021-08-16",68.6,25.10,158,29.00,"ok",68.72,"Insect Damage; Bole damage","0000-0002-4748-8985","0000-0003-1699-6511","b80a66fc-81e2-43c1-916d-4867b36395c5",
