filename,measurementHeight,stemDiameter,baseCrownHeight,easting,northing,utmZone,decimalLatitude,decimalLongitude,stemAzimuth,stemDistance
2015-08,130.0,17.7,,321901.47,4096668.34,11N,36.99931,-119.001514,188.8,14.3
2015-08,130.0,9.3,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,,,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,,,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,130.0,40.6,,321901.47,4096668.34,11N,36.99931,-119.001514,283.2,9.1
2015-08,130.0,49.9,,321901.47,4096668.34,11N,36.99931,-119.001514,188.0,16.6
2015-08,130.0,8.7,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,130.0,18.3,,321901.47,4096668.34,11N,36.99931,-119.001514,292.6,2.9
2015-08,130.0,43.3,,321901.47,4096668.34,11N,36.99931,-119.001514,194.8,7.6
2015-08,130.0,21.5,,321901.47,4096668.34,11N,36.99931,-119.001514,314.2,3.4
2015-08,130.0,32.7,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,130.0,68.8,,321901.47,4096668.34,11N,36.99931,-119.001514,270.5,4.6
2015-08,125.0,9.4,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,130.0,27.7,,321901.47,4096668.34,11N,36.99931,-119.001514,16.5,9.2
2015-08,130.0,23.3,,321901.47,4096668.34,11N,36.99931,-119.001514,293.4,10.0
2015-08,130.0,61.6,,321901.47,4096668.34,11N,36.99931,-119.001514,193.8,16.1
2015-08,130.0,5.8,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,130.0,98.3,,321901.47,4096668.34,11N,36.99931,-119.001514,179.1,15.2
2015-08,130.0,36.7,,321901.47,4096668.34,11N,36.99931,-119.001514,293.6,17.8
2015-08,130.0,5.5,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,130.0,14.0,,321901.47,4096668.34,11N,36.99931,-119.001514,205.6,6.4
2015-08,130.0,21.2,,321901.47,4096668.34,11N,36.99931,-119.001514,199.5,10.8
2015-08,130.0,45.7,,321901.47,4096668.34,11N,36.99931,-119.001514,181.2,14.6
2015-08,130.0,17.5,,321901.47,4096668.34,11N,36.99931,-119.001514,207.7,0.9
2015-08,130.0,29.4,,321901.47,4096668.34,11N,36.99931,-119.001514,294.9,9.5
2015-08,130.0,29.7,,321901.47,4096668.34,11N,36.99931,-119.001514,275.0,5.8
2015-08,130.0,47.0,,321901.47,4096668.34,11N,36.99931,-119.001514,281.7,13.0
2015-08,,,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,130.0,4.6,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,130.0,37.2,,321901.47,4096668.34,11N,36.99931,-119.001514,346.9,5.0
2015-08,130.0,38.1,,321901.47,4096668.34,11N,36.99931,-119.001514,196.4,12.5
2015-08,130.0,60.4,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,,,,321901.47,4096668.34,11N,36.99931,-119.001514,,
2015-08,130.0,11.5,,321901.47,4096668.34,11N,36.99931,-119.001514,282.2,4.1
2015-08,130.0,18.4,,321901.47,4096668.34,11N,36.99931,-119.001514,25.7,10.6
2015-08,,,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,49.4,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,35.5,,321812.37,4096787.87,11N,37.00037,-119.002543,25.8,12.0
2015-08,,,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,8.6,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,21.8,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,10.0,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,,,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,1.2,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,44.5,,321812.37,4096787.87,11N,37.00037,-119.002543,354.2,4.6
2015-08,130.0,89.7,,321812.37,4096787.87,11N,37.00037,-119.002543,8.0,7.2
2015-08,130.0,42.0,,321812.37,4096787.87,11N,37.00037,-119.002543,156.5,16.7
2015-08,130.0,58.6,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,17.9,,321812.37,4096787.87,11N,37.00037,-119.002543,158.4,14.6
2015-08,,,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,48.3,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,5.3,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,82.3,,321812.37,4096787.87,11N,37.00037,-119.002543,33.7,10.7
2015-08,130.0,101.7,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,3.6,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,34.3,,321812.37,4096787.87,11N,37.00037,-119.002543,133.0,9.6
2015-08,130.0,1.1,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,4.2,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,37.3,,321812.37,4096787.87,11N,37.00037,-119.002543,148.1,18.3
2015-08,130.0,34.5,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,64.4,,321812.37,4096787.87,11N,37.00037,-119.002543,115.3,9.1
2015-08,,,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,7.8,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,39.0,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,3.5,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,27.8,,321812.37,4096787.87,11N,37.00037,-119.002543,135.3,8.5
2015-08,130.0,1.7,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,10.1,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,63.0,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,28.1,,321812.37,4096787.87,11N,37.00037,-119.002543,,
2015-08,130.0,35.6,,321812.37,4096787.87,11N,37.00037,-119.002543,315.0,6.2
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,16.6,,321901.27,4096908.88,11N,37.001477,-119.001573,198.9,5.9
2015-08,130.0,22.0,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,11.9,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,41.5,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,5.0,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,11.8,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,27.7,,321901.27,4096908.88,11N,37.001477,-119.001573,196.5,5.6
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,23.4,,321901.27,4096908.88,11N,37.001477,-119.001573,235.1,7.1
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,9.3,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,20.5,,321901.27,4096908.88,11N,37.001477,-119.001573,272.1,5.3
2015-08,130.0,18.5,,321901.27,4096908.88,11N,37.001477,-119.001573,344.1,4.3
2015-08,130.0,2.3,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,4.3,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,10.7,,321901.27,4096908.88,11N,37.001477,-119.001573,247.7,6.9
2015-08,130.0,11.8,,321901.27,4096908.88,11N,37.001477,-119.001573,247.9,10.3
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,4.0,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,6.5,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,23.9,,321901.27,4096908.88,11N,37.001477,-119.001573,339.9,4.8
2015-08,130.0,1.2,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,40.4,,321901.27,4096908.88,11N,37.001477,-119.001573,244.9,9.3
2015-08,130.0,2.6,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,10.1,,321901.27,4096908.88,11N,37.001477,-119.001573,190.7,5.2
2015-08,130.0,28.3,,321901.27,4096908.88,11N,37.001477,-119.001573,220.0,7.3
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,2.4,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,4.1,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,23.9,,321901.27,4096908.88,11N,37.001477,-119.001573,178.5,10.9
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,42.6,,321901.27,4096908.88,11N,37.001477,-119.001573,347.4,17.7
2015-08,130.0,42.2,,321901.27,4096908.88,11N,37.001477,-119.001573,201.9,3.6
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,18.3,,321901.27,4096908.88,11N,37.001477,-119.001573,348.0,16.7
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,17.1,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,2.6,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,5.6,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,5.2,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,2.0,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,27.5,,321901.27,4096908.88,11N,37.001477,-119.001573,278.2,7.1
2015-08,130.0,15.5,,321901.27,4096908.88,11N,37.001477,-119.001573,350.0,17.5
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,32.8,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,17.4,,321901.27,4096908.88,11N,37.001477,-119.001573,343.9,14.8
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,6.7,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,2.6,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,35.0,44.6,,321901.27,4096908.88,11N,37.001477,-119.001573,172.8,14.5
2015-08,130.0,18.3,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,21.9,,321901.27,4096908.88,11N,37.001477,-119.001573,177.6,11.2
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,1.7,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,24.2,,321901.27,4096908.88,11N,37.001477,-119.001573,176.9,10.9
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,86.6,,321901.27,4096908.88,11N,37.001477,-119.001573,46.8,7.7
2015-08,130.0,3.6,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,8.9,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,29.3,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,66.7,,321901.27,4096908.88,11N,37.001477,-119.001573,117.7,7.0
2015-08,130.0,14.8,,321901.27,4096908.88,11N,37.001477,-119.001573,347.5,10.1
2015-08,130.0,29.3,,321901.27,4096908.88,11N,37.001477,-119.001573,340.1,18.6
2015-08,130.0,47.6,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,21.1,,,,,,,188.5,9.5
2015-08,,,,,,,,,,
2015-08,130.0,47.6,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,9.9,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,19.0,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,17.3,,321901.27,4096908.88,11N,37.001477,-119.001573,331.0,8.2
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,26.2,,321901.27,4096908.88,11N,37.001477,-119.001573,339.7,7.5
2015-08,130.0,6.1,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,1.4,,,,,,,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,38.0,,321901.27,4096908.88,11N,37.001477,-119.001573,111.4,7.7
2015-08,130.0,15.6,,,,,,,224.0,8.1
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,17.7,,,,,,,197.5,9.7
2015-08,,,,,,,,,,
2015-08,,,,,,,,,,
2015-08,130.0,7.2,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,,,,,,,,,,
2015-08,130.0,36.5,,,,,,,249.8,1.7
2015-08,130.0,34.5,,,,,,,107.5,12.4
2015-08,130.0,38.7,,321901.27,4096908.88,11N,37.001477,-119.001573,329.5,18.6
2015-08,130.0,9.5,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,29.2,,321901.27,4096908.88,11N,37.001477,-119.001573,132.5,13.7
2015-08,130.0,47.6,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,16.0,,321901.27,4096908.88,11N,37.001477,-119.001573,330.5,17.7
2015-08,130.0,26.2,,,,,,,102.9,12.9
2015-08,,,,,,,,,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,12.1,,321901.27,4096908.88,11N,37.001477,-119.001573,340.6,19.4
2015-08,130.0,11.9,,321901.27,4096908.88,11N,37.001477,-119.001573,76.3,8.4
2015-08,,,,,,,,,,
2015-08,130.0,89.5,,321901.27,4096908.88,11N,37.001477,-119.001573,112.4,9.7
2015-08,130.0,8.2,,,,,,,,
2015-08,,,,321901.27,4096908.88,11N,37.001477,-119.001573,,
2015-08,130.0,39.6,,321901.27,4096908.88,11N,37.001477,-119.001573,356.1,3.6
2015-08,130.0,30.1,,,,,,,212.8,11.4
2015-08,130.0,48.7,,321901.27,4096908.88,11N,37.001477,-119.001573,87.2,1.1
