filename,measurementHeight,stemDiameter,baseCrownHeight,easting,northing,utmZone,decimalLatitude,decimalLongitude,stemAzimuth,stemDistance
2015-09,130.0,20.7,,321392.22,4097086.99,11N,37.002985,-119.007333,82.0,6.4
2015-09,,,,321392.22,4097086.99,11N,37.002985,-119.007333,,
2015-09,,,,321392.22,4097086.99,11N,37.002985,-119.007333,,
2015-09,130.0,2.1,,321392.22,4097086.99,11N,37.002985,-119.007333,,
2015-09,130.0,24.1,,321392.22,4097086.99,11N,37.002985,-119.007333,72.7,8.0
2015-09,130.0,12.9,,321392.22,4097086.99,11N,37.002985,-119.007333,134.8,8.6
2015-09,130.0,16.1,,321392.22,4097086.99,11N,37.002985,-119.007333,199.8,3.2
2015-09,130.0,63.7,,321392.22,4097086.99,11N,37.002985,-119.007333,287.9,8.0
2015-09,130.0,3.2,,321392.22,4097086.99,11N,37.002985,-119.007333,,
2015-09,130.0,63.8,,321392.22,4097086.99,11N,37.002985,-119.007333,297.0,9.2
2015-09,,,,321392.22,4097086.99,11N,37.002985,-119.007333,,
2015-09,130.0,11.6,,321392.22,4097086.99,11N,37.002985,-119.007333,152.1,9.0
2015-09,,,,321392.22,4097086.99,11N,37.002985,-119.007333,,
2015-09,130.0,14.2,,321363.49,4097510.07,11N,37.006791,-119.007756,57.2,14.8
2015-09,130.0,52.2,,321363.49,4097510.07,11N,37.006791,-119.007756,61.5,16.6
2015-09,130.0,13.1,,321363.49,4097510.07,11N,37.006791,-119.007756,215.9,10.0
2015-09,130.0,10.5,,321363.49,4097510.07,11N,37.006791,-119.007756,261.3,9.6
2015-09,130.0,21.5,,321363.49,4097510.07,11N,37.006791,-119.007756,195.4,10.2
2015-09,130.0,11.0,,321363.49,4097510.07,11N,37.006791,-119.007756,264.6,9.9
2015-09,90.0,82.7,,321363.49,4097510.07,11N,37.006791,-119.007756,218.9,10.7
2015-09,130.0,12.8,,321363.49,4097510.07,11N,37.006791,-119.007756,314.3,8.4
2015-09,130.0,21.9,,321363.49,4097510.07,11N,37.006791,-119.007756,207.4,8.7
2015-09,130.0,70.8,,321363.49,4097510.07,11N,37.006791,-119.007756,206.0,10.8
2015-09,130.0,64.2,,321363.49,4097510.07,11N,37.006791,-119.007756,189.7,12.2
2015-09,130.0,15.2,,321363.49,4097510.07,11N,37.006791,-119.007756,58.2,14.9
2015-09,130.0,44.6,,321363.49,4097510.07,11N,37.006791,-119.007756,203.3,12.8
2015-09,130.0,38.4,,321363.49,4097510.07,11N,37.006791,-119.007756,310.7,8.0
2015-09,130.0,70.5,,321363.49,4097510.07,11N,37.006791,-119.007756,225.4,8.4
2015-09,130.0,15.7,,321363.49,4097510.07,11N,37.006791,-119.007756,57.6,17.6
2015-09,130.0,36.0,,321363.49,4097510.07,11N,37.006791,-119.007756,223.6,11.0
2015-09,130.0,46.7,,321363.49,4097510.07,11N,37.006791,-119.007756,193.7,9.6
2015-09,130.0,39.3,,321363.49,4097510.07,11N,37.006791,-119.007756,59.3,16.9
2015-09,130.0,41.6,,321363.49,4097510.07,11N,37.006791,-119.007756,55.1,15.9
2015-09,130.0,35.4,,321363.49,4097510.07,11N,37.006791,-119.007756,204.0,7.5
2015-09,130.0,15.6,,321363.49,4097510.07,11N,37.006791,-119.007756,268.0,5.7
2015-09,130.0,13.0,,321363.49,4097510.07,11N,37.006791,-119.007756,197.8,10.3
2015-09,130.0,31.3,,321363.49,4097510.07,11N,37.006791,-119.007756,213.8,9.0
2015-09,130.0,10.5,,321363.49,4097510.07,11N,37.006791,-119.007756,308.0,8.2
2015-09,130.0,15.1,,321363.49,4097510.07,11N,37.006791,-119.007756,73.8,9.9
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,12.2,,321363.49,4097510.07,11N,37.006791,-119.007756,109.9,8.3
2015-09,130.0,4.1,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,5.3,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,9.8,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,26.2,,321363.49,4097510.07,11N,37.006791,-119.007756,320.9,2.5
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,5.1,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,2.7,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,14.9,,321363.49,4097510.07,11N,37.006791,-119.007756,112.8,7.8
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,8.2,,321363.49,4097510.07,11N,37.006791,-119.007756,165.3,20.6
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,4.9,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,50.3,,321363.49,4097510.07,11N,37.006791,-119.007756,72.6,10.2
2015-09,130.0,4.5,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,2.7,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,57.5,,321363.49,4097510.07,11N,37.006791,-119.007756,270.1,18.0
2015-09,130.0,2.3,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,12.8,,321363.49,4097510.07,11N,37.006791,-119.007756,101.0,6.5
2015-09,130.0,2.4,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,26.8,,321363.49,4097510.07,11N,37.006791,-119.007756,346.5,9.8
2015-09,130.0,2.1,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,6.9,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,13.2,,321363.49,4097510.07,11N,37.006791,-119.007756,90.0,8.9
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,12.7,,321363.49,4097510.07,11N,37.006791,-119.007756,258.3,8.2
2015-09,130.0,13.4,,321363.49,4097510.07,11N,37.006791,-119.007756,64.6,10.0
2015-09,130.0,4.9,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,7.6,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,1.8,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,9.2,,321363.49,4097510.07,11N,37.006791,-119.007756,149.0,18.3
2015-09,130.0,12.5,,321363.49,4097510.07,11N,37.006791,-119.007756,68.6,9.7
2015-09,130.0,5.4,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,12.4,,321363.49,4097510.07,11N,37.006791,-119.007756,111.0,10.0
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,4.5,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,3.4,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,101.2,,321363.49,4097510.07,11N,37.006791,-119.007756,175.1,2.6
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,9.9,,321363.49,4097510.07,11N,37.006791,-119.007756,151.5,21.3
2015-09,130.0,12.4,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,11.2,,321363.49,4097510.07,11N,37.006791,-119.007756,10.5,10.9
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,13.8,,321363.49,4097510.07,11N,37.006791,-119.007756,106.9,6.6
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,3.0,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,16.4,,321363.49,4097510.07,11N,37.006791,-119.007756,273.1,19.0
2015-09,130.0,4.5,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,12.9,,321363.49,4097510.07,11N,37.006791,-119.007756,107.1,3.3
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,12.8,,321363.49,4097510.07,11N,37.006791,-119.007756,134.8,6.3
2015-09,130.0,13.0,,321363.49,4097510.07,11N,37.006791,-119.007756,117.7,11.4
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,1.9,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,9.2,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,14.0,,321363.49,4097510.07,11N,37.006791,-119.007756,14.2,11.4
2015-09,130.0,1.1,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,3.0,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,6.4,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,1.5,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,14.1,,321363.49,4097510.07,11N,37.006791,-119.007756,349.9,3.0
2015-09,130.0,10.3,,321363.49,4097510.07,11N,37.006791,-119.007756,147.9,6.6
2015-09,130.0,9.5,,321363.49,4097510.07,11N,37.006791,-119.007756,253.3,11.0
2015-09,130.0,8.1,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,6.9,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,11.0,,321363.49,4097510.07,11N,37.006791,-119.007756,108.6,11.3
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,4.5,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,17.6,,321363.49,4097510.07,11N,37.006791,-119.007756,70.0,10.1
2015-09,130.0,41.0,,321363.49,4097510.07,11N,37.006791,-119.007756,331.1,5.7
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,2.6,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,1.1,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,10.9,,321363.49,4097510.07,11N,37.006791,-119.007756,358.2,8.2
2015-09,130.0,69.4,,321363.49,4097510.07,11N,37.006791,-119.007756,305.8,7.1
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,6.2,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,104.7,,321363.49,4097510.07,11N,37.006791,-119.007756,289.6,13.1
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,7.3,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,5.2,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,10.7,,321363.49,4097510.07,11N,37.006791,-119.007756,118.1,7.6
2015-09,130.0,3.0,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,9.6,,321363.49,4097510.07,11N,37.006791,-119.007756,251.0,9.2
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,,,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,5.3,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,5.1,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,3.3,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,1.0,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,10.0,,321363.49,4097510.07,11N,37.006791,-119.007756,115.6,6.5
2015-09,130.0,43.3,,321363.49,4097510.07,11N,37.006791,-119.007756,287.4,18.5
2015-09,130.0,4.5,,321363.49,4097510.07,11N,37.006791,-119.007756,,
2015-09,130.0,64.1,,321363.49,4097510.07,11N,37.006791,-119.007756,282.1,16.6
2015-09,130.0,13.3,,321363.49,4097510.07,11N,37.006791,-119.007756,111.8,9.7
2015-09,130.0,21.5,,321356.58,4096545.06,11N,36.998096,-119.007605,118.1,7.4
2015-09,130.0,11.3,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,120.0,42.5,,321356.58,4096545.06,11N,36.998096,-119.007605,65.3,5.1
2015-09,,,,,,,,,,
2015-09,130.0,26.5,,,,,,,323.3,5.8
2015-09,130.0,17.1,,321356.58,4096545.06,11N,36.998096,-119.007605,165.4,5.4
2015-09,,,,,,,,,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,5.8,,,,,,,,
2015-09,130.0,6.2,,,,,,,,
2015-09,130.0,51.6,,,,,,,156.6,14.4
2015-09,130.0,25.1,,321356.58,4096545.06,11N,36.998096,-119.007605,281.8,13.9
2015-09,,,,,,,,,,
2015-09,130.0,52.3,,,,,,,172.2,17.0
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,50.8,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,1.1,,,,,,,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,14.2,,,,,,,107.4,3.7
2015-09,,,,,,,,,,
2015-09,130.0,12.2,,,,,,,159.3,6.5
2015-09,130.0,6.2,,,,,,,,
2015-09,130.0,10.9,,321356.58,4096545.06,11N,36.998096,-119.007605,157.2,4.4
2015-09,,,,,,,,,,
2015-09,130.0,1.0,,,,,,,,
2015-09,130.0,6.0,,,,,,,,
2015-09,130.0,4.2,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,44.9,,321356.58,4096545.06,11N,36.998096,-119.007605,283.3,9.0
2015-09,130.0,3.4,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,14.8,,321356.58,4096545.06,11N,36.998096,-119.007605,179.4,12.0
2015-09,130.0,10.9,,,,,,,296.8,6.7
2015-09,130.0,12.4,,,,,,,300.9,6.0
2015-09,,,,,,,,,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,66.2,,321356.58,4096545.06,11N,36.998096,-119.007605,255.3,1.9
2015-09,130.0,9.6,,,,,,,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,,,,,,,,,,
2015-09,130.0,2.7,,,,,,,,
2015-09,130.0,2.7,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,79.0,,321356.58,4096545.06,11N,36.998096,-119.007605,61.0,1.4
2015-09,130.0,1.7,,,,,,,,
2015-09,130.0,11.3,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,5.6,,,,,,,,
2015-09,,,,,,,,,,
2015-09,130.0,11.3,,321356.58,4096545.06,11N,36.998096,-119.007605,220.6,12.5
2015-09,130.0,8.6,,,,,,,,
2015-09,130.0,10.3,,321356.58,4096545.06,11N,36.998096,-119.007605,341.8,5.7
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,10.0,,,,,,,39.8,2.5
2015-09,130.0,11.6,,321356.58,4096545.06,11N,36.998096,-119.007605,48.6,9.9
2015-09,130.0,7.3,,,,,,,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,5.7,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,4.1,,,,,,,,
2015-09,,,,,,,,,,
2015-09,130.0,12.7,,321356.58,4096545.06,11N,36.998096,-119.007605,112.7,5.8
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,18.7,,321356.58,4096545.06,11N,36.998096,-119.007605,172.8,11.9
2015-09,130.0,7.2,,,,,,,,
2015-09,130.0,17.8,,,,,,,67.0,1.1
2015-09,130.0,18.5,,,,,,,177.1,7.1
2015-09,130.0,1.4,,,,,,,,
2015-09,130.0,4.9,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,3.0,,,,,,,,
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,26.2,,321356.58,4096545.06,11N,36.998096,-119.007605,156.3,5.6
2015-09,130.0,40.8,,,,,,,134.4,10.9
2015-09,,,,,,,,,,
2015-09,130.0,15.9,,,,,,,89.0,4.1
2015-09,60.0,30.7,,321356.58,4096545.06,11N,36.998096,-119.007605,293.2,11.5
2015-09,,,,321356.58,4096545.06,11N,36.998096,-119.007605,,
2015-09,130.0,10.6,,,,,,,124.6,14.6
2015-09,130.0,23.5,,321356.58,4096545.06,11N,36.998096,-119.007605,111.6,4.8
2015-10,130.0,6.8,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,2.0,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,130.0,1.5,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,4.0,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,130.0,29.8,,321054.91,4096729.25,11N,36.999698,-119.011037,224.4,9.4
2015-10,130.0,2.0,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,56.8,,321212.71,4097751.57,11N,37.008938,-119.009507,315.6,16.9
2015-10,130.0,19.0,,321054.91,4096729.25,11N,36.999698,-119.011037,188.5,9.1
2015-10,130.0,7.3,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,23.1,,321054.91,4096729.25,11N,36.999698,-119.011037,175.2,8.2
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,2.9,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,23.5,,321054.91,4096729.25,11N,36.999698,-119.011037,300.2,4.3
2015-10,130.0,18.4,,321212.71,4097751.57,11N,37.008938,-119.009507,108.6,7.6
2015-10,130.0,11.3,,321054.91,4096729.25,11N,36.999698,-119.011037,165.3,8.3
2015-10,130.0,5.2,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,8.0,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,130.0,83.1,,321212.71,4097751.57,11N,37.008938,-119.009507,312.7,12.6
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,13.3,,321054.91,4096729.25,11N,36.999698,-119.011037,273.6,4.0
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,29.4,,321212.71,4097751.57,11N,37.008938,-119.009507,155.4,3.6
2015-10,130.0,7.2,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,6.6,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,130.0,17.0,,321054.91,4096729.25,11N,36.999698,-119.011037,186.8,9.0
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,10.6,,321212.71,4097751.57,11N,37.008938,-119.009507,136.7,0.7
2015-10,,,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,23.1,,321212.71,4097751.57,11N,37.008938,-119.009507,113.2,4.3
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,,,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,4.7,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,3.9,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,11.0,,321054.91,4096729.25,11N,36.999698,-119.011037,156.2,8.4
2015-10,130.0,5.3,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,6.9,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,130.0,8.2,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,71.4,,321212.71,4097751.57,11N,37.008938,-119.009507,334.8,4.3
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,26.6,,321212.71,4097751.57,11N,37.008938,-119.009507,131.0,3.8
2015-10,130.0,1.2,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,18.5,,321212.71,4097751.57,11N,37.008938,-119.009507,104.2,2.7
2015-10,130.0,8.1,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,130.0,8.9,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,7.0,,321054.91,4096729.25,11N,36.999698,-119.011037,,
2015-10,130.0,13.7,,321054.91,4096729.25,11N,36.999698,-119.011037,184.6,8.7
2015-10,130.0,5.4,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,15.2,,321054.91,4096729.25,11N,36.999698,-119.011037,321.0,2.0
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,2.5,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,10.6,,321212.71,4097751.57,11N,37.008938,-119.009507,283.8,12.5
2015-10,130.0,5.3,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,12.1,,321212.71,4097751.57,11N,37.008938,-119.009507,286.3,11.6
2015-10,130.0,6.5,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,8.7,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,1.6,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,1.0,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,11.5,,321212.71,4097751.57,11N,37.008938,-119.009507,288.5,12.4
2015-10,130.0,17.5,,321212.71,4097751.57,11N,37.008938,-119.009507,173.2,20.0
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,2.2,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,14.0,,321212.71,4097751.57,11N,37.008938,-119.009507,160.6,18.4
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,9.2,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,24.2,,321212.71,4097751.57,11N,37.008938,-119.009507,169.8,16.9
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,6.8,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,9.1,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,3.8,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,7.0,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,4.4,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,9.8,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,1.4,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,3.2,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,5.2,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,2.7,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,10.7,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,12.4,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,8.1,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,2.2,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,8.9,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,130.0,8.3,,321212.71,4097751.57,11N,37.008938,-119.009507,,
2015-10,,,,321212.71,4097751.57,11N,37.008938,-119.009507,,
